date,home_team,away_team,team,scorer,minute,own_goal,penalty
2004-11-17,Kuwait,Malaysia,Malaysia,Mohd Amri Yahyah,19.0,False,False
2016-06-11,Colombia,Costa Rica,Costa Rica,Celso Borges,58.0,False,False
2021-06-26,Wales,Denmark,Denmark,Kasper Dolberg,48.0,False,False
2022-03-24,Fiji,Papua New Guinea,Papua New Guinea,Ati Kepo,45.0,False,False
1959-03-18,Argentina,Peru,Argentina,Rubén Héctor Sosa,42.0,False,False
2010-09-07,Germany,Azerbaijan,Azerbaijan,Vagif Javadov,62.0,False,False
2019-06-08,Greece,Italy,Italy,Nicolò Barella,23.0,False,False
2021-06-28,France,Switzerland,Switzerland,Mario Gavranović,90.0,False,False
2008-09-10,Croatia,England,England,Wayne Rooney,63.0,False,False
1937-02-01,Argentina,Brazil,Argentina,Vicente de la Mata,102.0,False,False
2011-09-06,Puerto Rico,Canada,Canada,Tosaint Ricketts,90.0,False,False
2007-10-21,Mongolia,North Korea,North Korea,Pak Chol-min,14.0,False,False
1997-04-06,Indonesia,Cambodia,Indonesia,Ansyari Lubis,6.0,False,False
2016-10-08,Germany,Czech Republic,Germany,Thomas Müller,65.0,False,False
2009-06-21,Mali,Benin,Mali,Frédéric Kanouté,84.0,False,False
2008-06-07,Chad,Mali,Mali,Frédéric Kanouté,21.0,False,True
1979-10-17,Netherlands,Poland,Netherlands,Huub Stevens,65.0,False,False
1972-04-29,England,Germany,Germany,Uli Hoeneß,27.0,False,False
1962-08-12,Republic of Ireland,Iceland,Republic of Ireland,Amby Fogarty,41.0,False,False
1981-04-12,DR Congo,Cameroon,DR Congo,Monduone N'Kama,23.0,False,False
1954-03-31,Wales,Northern Ireland,Wales,John Charles,80.0,False,False
1999-09-04,Bosnia and Herzegovina,Scotland,Bosnia and Herzegovina,Elvir Bolić,23.0,False,False
2019-10-10,Croatia,Hungary,Croatia,Luka Modrić,5.0,False,False
1965-05-03,Jamaica,Mexico,Mexico,Ernesto Cisneros,71.0,False,False
1971-05-10,Republic of Ireland,Italy,Republic of Ireland,Jimmy Conway,23.0,False,False
2001-07-13,Egypt,Namibia,Egypt,Abdul-Hamid Bassiouny,43.0,False,False
1946-01-19,Argentina,Bolivia,Argentina,Norberto Doroteo Méndez,60.0,False,False
2006-06-22,Croatia,Australia,Croatia,Niko Kovač,56.0,False,False
2015-09-04,Gibraltar,Republic of Ireland,Republic of Ireland,Robbie Keane,49.0,False,False
2006-01-23,Nigeria,Ghana,Nigeria,Taye Taiwo,85.0,False,False
1987-07-05,Colombia,Paraguay,Colombia,Arnoldo Iguarán,50.0,False,False
2017-09-05,Costa Rica,Mexico,Mexico,Cristian Gamboa,42.0,True,False
2004-11-17,Iran,Laos,Iran,Javad Nekounam,63.0,False,False
2004-06-02,Ecuador,Colombia,Ecuador,Agustín Delgado,3.0,False,False
1996-06-23,Saint Kitts and Nevis,Saint Vincent and the Grenadines,Saint Kitts and Nevis,Larrymore Bedford,88.0,False,False
1968-12-01,Costa Rica,Jamaica,Costa Rica,Edgar Núñez,,False,False
2004-05-29,Australia,New Zealand,Australia,Mark Bresciano,40.0,False,False
2016-06-04,Fiji,Vanuatu,Vanuatu,Dominique Fred,19.0,False,False
1963-12-04,Luxembourg,Denmark,Denmark,Ole Madsen,31.0,False,False
2006-06-14,Spain,Ukraine,Spain,David Villa,48.0,False,True
1950-06-24,Brazil,Mexico,Brazil,Jair,65.0,False,False
2016-11-11,Libya,Tunisia,Tunisia,Wahbi Khazri,50.0,False,True
1976-06-13,Iran,Kuwait,Iran,Ali Parvin,71.0,False,False
2004-06-20,Togo,Senegal,Togo,Yao Junior Sènaya,76.0,False,False
1993-07-11,Mexico,Martinique,Mexico,Ramón Ramírez,40.0,False,False
2004-11-16,Iraq,Palestine,Iraq,Nashat Akram,70.0,False,False
2004-10-09,Croatia,Bulgaria,Croatia,Darijo Srna,15.0,False,False
1999-03-31,San Marino,Spain,Spain,Raúl,59.0,False,False
2018-06-21,Argentina,Croatia,Croatia,Luka Modrić,80.0,False,False
1984-09-30,Zimbabwe,Egypt,Zimbabwe,Hamada Sedki,9.0,True,False
2009-07-11,Honduras,Grenada,Honduras,Carlo Costly,67.0,False,False
1997-06-29,Cambodia,Uzbekistan,Cambodia,Hok Sochetra,12.0,False,False
1966-11-16,Republic of Ireland,Turkey,Turkey,Ogün Altıparmak,88.0,False,False
2022-11-24,Portugal,Ghana,Portugal,Rafael Leão,80.0,False,False
2005-07-08,Guatemala,Jamaica,Jamaica,Luton Shelton,3.0,False,False
1964-04-25,France,Hungary,Hungary,Flórián Albert,15.0,False,False
2021-06-15,Bahrain,Hong Kong,Bahrain,Hashim Sayed Isa,70.0,False,False
2022-01-16,Tunisia,Mauritania,Tunisia,Wahbi Khazri,9.0,False,False
1937-01-19,Brazil,Uruguay,Brazil,Niginho,77.0,False,False
1977-12-04,South Korea,Hong Kong,South Korea,Kim Ho-Kon,22.0,False,False
2005-09-03,Panama,Costa Rica,Costa Rica,Walter Centeno,51.0,False,False
1992-11-08,Costa Rica,Honduras,Honduras,Richardson Smith,70.0,False,False
2015-06-16,Kyrgyzstan,Australia,Kyrgyzstan,Almazbek Mirzaliev,90.0,False,False
2009-06-06,Kazakhstan,England,England,Wayne Rooney,72.0,False,False
1997-04-27,Tunisia,Liberia,Tunisia,Adel Sellimi,66.0,False,False
2015-11-17,Rwanda,Libya,Libya,Mohamed El Monir,36.0,False,False
2004-02-18,Turkmenistan,Sri Lanka,Turkmenistan,Nazar Baýramow,56.0,False,False
2005-02-09,Japan,North Korea,Japan,Mitsuo Ogasawara,4.0,False,False
2011-06-29,Vietnam,Macau,Vietnam,Nguyễn Văn Quyết,89.0,False,False
2021-06-02,Dominica,Anguilla,Dominica,Briel Thomas,3.0,False,False
1999-10-09,France,Iceland,Iceland,Brynjar Gunnarsson,56.0,False,False
2002-01-27,United States,El Salvador,United States,Brian McBride,11.0,False,False
1934-06-03,Italy,Austria,Italy,Enrique Guaita,19.0,False,False
2015-11-12,Ecuador,Uruguay,Ecuador,Felipe Caicedo,23.0,False,False
1995-06-01,Sweden,Iceland,Sweden,Tomas Brolin,16.0,False,True
1980-02-27,Solomon Islands,Tahiti,Tahiti,,,False,False
2003-09-10,Belgium,Croatia,Belgium,Wesley Sonck,35.0,False,False
2000-06-29,Chile,Paraguay,Chile,Iván Zamorano,80.0,False,True
1965-08-01,Chile,Colombia,Chile,Eugenio Méndez,15.0,False,False
1992-10-28,Russia,Luxembourg,Russia,Sergei Yuran,5.0,False,False
2011-06-10,Jamaica,Guatemala,Jamaica,Demar Phillips,76.0,False,False
2003-10-11,Armenia,Spain,Spain,Raúl,76.0,False,False
1996-06-16,Russia,Germany,Germany,Matthias Sammer,56.0,False,False
2019-11-14,Myanmar,Tajikistan,Tajikistan,Manuchekhr Dzhalilov,36.0,False,True
2010-07-11,Netherlands,Spain,Spain,Andrés Iniesta,116.0,False,False
2001-09-05,Belarus,Poland,Belarus,Raman Vasilyuk,61.0,False,False
2011-03-29,Netherlands,Hungary,Netherlands,Dirk Kuyt,81.0,False,False
2016-06-08,Papua New Guinea,Solomon Islands,Papua New Guinea,Michael Foster,38.0,False,False
1997-06-22,Brazil,Paraguay,Brazil,Ronaldo,9.0,False,False
1993-06-21,Brazil,Chile,Chile,José Luis Sierra,15.0,False,False
1945-01-24,Ecuador,Uruguay,Uruguay,Atilio García,60.0,False,False
2005-08-17,South Korea,Saudi Arabia,Saudi Arabia,Mohammed Al-Anbar,5.0,False,False
2000-09-03,Hungary,Italy,Italy,Filippo Inzaghi,35.0,False,False
2008-06-19,Venezuela,Chile,Chile,Humberto Suazo,90.0,False,False
2001-04-16,Nepal,Macau,Nepal,Nirajan Rayamajhi,18.0,False,False
1980-03-26,Scotland,Portugal,Scotland,Archie Gemmill,83.0,False,True
1997-06-08,Congo,DR Congo,Congo,Macchambes Younga-Mouhani,60.0,False,False
1989-02-08,Cyprus,Scotland,Scotland,Mo Johnston,9.0,False,False
1977-10-30,Hong Kong,Australia,Australia,Peter Ollerton,19.0,False,False
1990-06-19,Yugoslavia,United Arab Emirates,Yugoslavia,Darko Pančev,9.0,False,False
1989-04-26,England,Albania,England,Peter Beardsley,64.0,False,False
1979-09-12,England,Denmark,England,Kevin Keegan,17.0,False,False
2021-06-15,Bahrain,Hong Kong,Bahrain,Ismail Abdullatif,90.0,False,True
1937-09-03,Lithuania,Latvia,Latvia,Vaclavs Borduško,11.0,False,False
1999-03-31,Scotland,Czech Republic,Czech Republic,Matt Elliott,27.0,True,False
2017-01-19,Algeria,Tunisia,Tunisia,Aïssa Mandi,50.0,True,False
2019-10-11,Czech Republic,England,Czech Republic,Zdeněk Ondrášek,85.0,False,False
2001-09-28,Saudi Arabia,Iran,Saudi Arabia,Al Hasan Al-Yami,59.0,False,False
2008-06-02,Singapore,Uzbekistan,Uzbekistan,Victor Karpenko,22.0,False,False
1997-03-30,Hong Kong,Thailand,Thailand,Natipong Sritong-In,43.0,False,False
2011-07-12,Saint Lucia,Aruba,Saint Lucia,Jamil Joseph,71.0,False,False
2021-03-28,North Macedonia,Liechtenstein,North Macedonia,Eljif Elmas,62.0,False,False
2008-05-31,Rwanda,Mauritania,Rwanda,Labama Bokota,75.0,False,False
2022-11-21,England,Iran,England,Jack Grealish,90.0,False,False
1993-07-02,Syria,Taiwan,Syria,Abdul Latif Helou,3.0,False,False
2003-06-07,Scotland,Germany,Germany,Fredi Bobić,22.0,False,False
1970-06-14,Brazil,Peru,Peru,Teófilo Cubillas,70.0,False,False
2012-09-11,Greece,Lithuania,Greece,Konstantinos Mitroglou,72.0,False,False
2004-02-02,Burkina Faso,Kenya,Kenya,Emmanuel Ake,51.0,False,False
1949-10-01,Northern Ireland,Scotland,Northern Ireland,Samuel Smyth,59.0,False,False
1999-10-09,Slovenia,Greece,Greece,Vassilios Tsiartas,39.0,False,False
2022-12-03,Netherlands,United States,Netherlands,Memphis Depay,10.0,False,False
1989-08-27,Morocco,DR Congo,Morocco,Mohamed Madih,58.0,False,False
1990-10-31,Hungary,Cyprus,Cyprus,Angelos Tsolakis,89.0,False,False
1998-06-14,Jamaica,Croatia,Croatia,Mario Stanić,27.0,False,False
2014-06-13,Spain,Netherlands,Netherlands,Robin van Persie,44.0,False,False
1993-06-02,Scotland,Estonia,Scotland,Pat Nevin,27.0,False,False
2011-10-11,Bolivia,Colombia,Bolivia,Wálter Flores,85.0,False,False
1976-06-08,Iran,Yemen DPR,Iran,Gholam Hossein Mazloumi,74.0,False,False
2015-10-11,Gibraltar,Scotland,Scotland,Steven Fletcher,56.0,False,False
2000-11-15,Venezuela,Ecuador,Venezuela,Juan Enrique García,66.0,False,False
2021-09-05,Belgium,Czech Republic,Belgium,Romelu Lukaku,8.0,False,False
2007-10-17,Georgia,Scotland,Georgia,Levan Mchedlidze,16.0,False,False
2001-09-01,Andorra,Portugal,Portugal,Nuno Gomes,40.0,False,False
1941-02-16,Argentina,Ecuador,Argentina,Juan Marvezzi,3.0,False,False
2005-09-07,Bulgaria,Iceland,Iceland,Hermann Hreiðarsson,16.0,False,False
1954-06-20,South Korea,Turkey,Turkey,Lefter Küçükandonyadis,24.0,False,False
2000-09-02,Iceland,Denmark,Denmark,Morten Bisgaard,48.0,False,False
2010-10-08,Kazakhstan,Belgium,Belgium,Marvin Ogunjimi,70.0,False,False
2006-06-11,Mexico,Iran,Mexico,Omar Bravo,76.0,False,False
2004-07-03,South Africa,Burkina Faso,South Africa,Steven Pienaar,14.0,False,False
1979-08-23,Argentina,Brazil,Argentina,Roberto Osvaldo Díaz,71.0,False,False
2009-11-15,Ghana,Mali,Ghana,Matthew Amoah,65.0,False,False
1989-07-03,Venezuela,Colombia,Colombia,Arnoldo Iguarán,75.0,False,False
1996-10-06,Finland,Switzerland,Switzerland,Massimo Lombardo,14.0,False,False
2001-09-05,Luxembourg,Switzerland,Switzerland,Alexander Frei,12.0,False,False
2021-11-16,Netherlands,Norway,Netherlands,Memphis Depay,90.0,False,False
2000-10-20,Saudi Arabia,Uzbekistan,Saudi Arabia,Nawaf Al-Temyat,88.0,False,False
1997-06-09,Maldives,Syria,Syria,Bayazir al-Said,87.0,False,False
1982-06-20,Spain,Yugoslavia,Spain,Enrique Saura,66.0,False,False
2013-06-07,Iceland,Slovenia,Slovenia,Andraž Kirm,11.0,False,False
2002-06-17,Mexico,United States,United States,Landon Donovan,65.0,False,False
1977-03-06,Israel,Japan,Israel,Oded Machnes,43.0,False,False
1995-03-29,Slovakia,Azerbaijan,Slovakia,Jaroslav Timko,40.0,False,False
1967-01-28,Argentina,Chile,Argentina,Luis Artime,80.0,False,False
2011-09-02,Slovenia,Estonia,Slovenia,Tim Matavž,78.0,False,False
2004-10-13,Italy,Belarus,Italy,Francesco Totti,74.0,False,False
1960-05-22,Yugoslavia,Portugal,Portugal,Domiciano Cavém,29.0,False,False
1956-01-22,Argentina,Peru,Argentina,Federico Vairo,51.0,False,False
1997-03-27,Oman,Macau,Oman,Nabeel Mubar Al Siyabi,42.0,False,False
1998-02-17,Egypt,Morocco,Morocco,Mustapha Hadji,90.0,False,False
2004-03-21,Dominican Republic,Anguilla,Dominican Republic,Kervin Severino,61.0,False,True
1934-05-27,Czechoslovakia,Romania,Czechoslovakia,Antonín Puč,50.0,False,False
2000-08-16,Ecuador,Bolivia,Ecuador,Agustín Delgado,59.0,False,False
2000-10-11,Austria,Spain,Spain,Rubén Baraja,27.0,False,False
2023-07-04,Panama,El Salvador,Panama,Fidel Escobar,26.0,False,False
2005-10-08,Cyprus,Republic of Ireland,Republic of Ireland,Stephen Elliott,6.0,False,False
1974-06-15,Poland,Argentina,Argentina,Ramón Heredia,60.0,False,False
1962-01-14,Ethiopia,Tunisia,Tunisia,Moncef Cherif,29.0,False,False
1997-06-20,Uzbekistan,Indonesia,Uzbekistan,Oleg Shatskikh,12.0,False,False
1980-02-27,Germany,Malta,Germany,Rainer Bonhof,19.0,False,True
1999-06-09,Portugal,Liechtenstein,Portugal,Rui Costa,80.0,False,False
2004-10-09,North Macedonia,Netherlands,North Macedonia,Goran Pandev,45.0,False,False
2008-06-22,Guinea,Namibia,Guinea,Pascal Feindouno,32.0,False,False
1985-10-30,France,Luxembourg,France,Dominique Rocheteau,4.0,False,False
2001-03-23,Hong Kong,Malaysia,Hong Kong,Feng Ji-zhi,11.0,False,False
2008-09-06,New Caledonia,New Zealand,New Zealand,Shane Smeltz,75.0,False,False
1987-01-24,Italy,Malta,Italy,Gianluca Vialli,45.0,False,False
1934-03-18,Mexico,Cuba,Mexico,Manuel Alonso,75.0,False,False
2003-04-02,Slovenia,Cyprus,Slovenia,Ermin Šiljak,14.0,False,False
2003-09-10,Denmark,Romania,Romania,Adrian Mutu,62.0,False,False
1995-11-15,Slovakia,Romania,Romania,Gheorghe Hagi,66.0,False,False
2001-03-10,Sierra Leone,Sudan,Sudan,James Moga,43.0,False,False
2021-03-25,Hungary,Poland,Poland,Krzysztof Piątek,60.0,False,False
1977-09-21,Poland,Denmark,Poland,Kazimierz Deyna,62.0,False,False
1987-04-01,Austria,Spain,Spain,Eloy Olaya,57.0,False,False
2000-06-25,Netherlands,Serbia,Netherlands,Patrick Kluivert,38.0,False,False
2004-11-17,Andorra,Netherlands,Netherlands,Arjen Robben,31.0,False,False
2019-06-10,Spain,Sweden,Spain,Álvaro Morata,85.0,False,True
1989-02-27,Bangladesh,Iran,Iran,Karim Bavi,44.0,False,False
1985-03-27,Scotland,Wales,Wales,Ian Rush,37.0,False,False
1996-01-14,Honduras,Brazil,Brazil,Caio Ribeiro Decoussau,81.0,False,False
2006-10-11,Netherlands,Albania,Albania,Debatik Curri,67.0,False,False
1995-09-03,Croatia,Estonia,Croatia,Davor Šuker,89.0,False,False
1998-09-05,Sweden,England,England,Alan Shearer,1.0,False,False
2008-06-14,Kuwait,United Arab Emirates,United Arab Emirates,Saif Mohammed Al Bishr,90.0,False,False
1997-03-27,Saudi Arabia,Bangladesh,Saudi Arabia,Abdullah Al-Dosari,,False,False
2013-03-22,Scotland,Wales,Wales,Aaron Ramsey,72.0,False,True
1992-10-09,Zimbabwe,Togo,Zimbabwe,Adam Ndlovu,67.0,False,False
1962-11-04,Yugoslavia,Belgium,Yugoslavia,Josip Skoblar,12.0,False,False
2011-10-07,Argentina,Chile,Argentina,Gonzalo Higuaín,7.0,False,False
2007-10-28,Nepal,Oman,Oman,Hashim Saleh,29.0,False,False
1965-05-30,Russia,Wales,Russia,Graham Williams,48.0,True,False
1987-04-30,Luxembourg,Bulgaria,Bulgaria,Ayan Sadakov,49.0,False,False
1997-10-11,Iceland,Liechtenstein,Iceland,Þórður Guðjónsson,58.0,False,False
1967-11-08,Switzerland,Cyprus,Switzerland,Fritz Künzli,41.0,False,False
2011-01-18,South Korea,India,South Korea,Ji Dong-won,6.0,False,False
2007-06-02,Germany,San Marino,Germany,Torsten Frings,56.0,False,True
2005-06-08,Finland,Netherlands,Netherlands,Dirk Kuyt,76.0,False,False
1981-03-30,Iraq,Syria,Iraq,Nazar Ashraf,34.0,False,False
1996-11-09,Liechtenstein,North Macedonia,North Macedonia,Saša Ćirić,87.0,False,False
1992-11-08,Jamaica,Bermuda,Bermuda,Shaun Goater,68.0,False,False
2004-10-09,Costa Rica,Guatemala,Costa Rica,Paulo Wanchope,36.0,False,False
2008-06-14,Greece,Russia,Russia,Konstantin Zyryanov,33.0,False,False
1998-02-16,Ivory Coast,Angola,Ivory Coast,Joël Tiéhi,81.0,False,True
1979-10-10,Poland,Iceland,Poland,Roman Ogaza,74.0,False,True
2018-06-25,Iran,Portugal,Portugal,Ricardo Quaresma,45.0,False,False
2005-03-26,Liechtenstein,Russia,Russia,Aleksandr Kerzhakov,23.0,False,False
2008-06-14,Guatemala,Saint Lucia,Guatemala,Carlos Ruiz,40.0,False,False
2022-01-27,United States,El Salvador,United States,Antonee Robinson,52.0,False,False
2004-07-07,Argentina,Ecuador,Argentina,Kily González,5.0,False,True
1988-12-10,Kuwait,China PR,China PR,Ma Lin,10.0,False,False
1979-10-13,German DR,Switzerland,German DR,Martin Hoffmann,11.0,False,False
2016-11-11,San Marino,Germany,Germany,Serge Gnabry,76.0,False,False
2021-06-07,Nepal,Jordan,Jordan,Yazan Al-Arab,67.0,False,False
2009-10-10,France,Faroe Islands,France,André-Pierre Gignac,34.0,False,False
1995-05-25,Faroe Islands,San Marino,Faroe Islands,Julian Johnsson,52.0,False,False
2008-06-14,Grenada,Costa Rica,Grenada,Jason Roberts,27.0,False,False
1975-10-15,Austria,Luxembourg,Austria,Kurt Welzl,1.0,False,False
2008-06-10,Spain,Russia,Spain,David Villa,75.0,False,False
2016-11-11,Armenia,Montenegro,Montenegro,Damir Kojašević,36.0,False,False
1934-03-11,Luxembourg,Germany,Germany,Willi Wigold,12.0,False,False
2009-06-18,United States,Brazil,Brazil,Robinho,20.0,False,False
1993-01-31,Egypt,Togo,Egypt,Hossam Hassan,58.0,False,False
2007-11-17,Czech Republic,Slovakia,Czech Republic,Zdeněk Grygera,13.0,False,False
2002-01-19,Mali,Liberia,Liberia,George Weah,45.0,False,False
1961-06-04,Yugoslavia,Poland,Yugoslavia,Tomislav Kaloperović,42.0,False,True
2012-06-10,Solomon Islands,New Zealand,New Zealand,Chris Wood,10.0,False,False
2013-06-16,Ethiopia,South Africa,Ethiopia,Bernard Parker,70.0,True,False
1995-07-16,Paraguay,Colombia,Paraguay,Juan Carlos Villamayor,26.0,False,False
2021-06-28,Croatia,Spain,Spain,Mikel Oyarzabal,103.0,False,False
2003-07-19,Costa Rica,El Salvador,El Salvador,Gilberto Murgas,34.0,False,True
1990-03-12,Nigeria,Zambia,Nigeria,Rashidi Yekini,77.0,False,False
2015-03-17,Brunei,Taiwan,Taiwan,Wang Rui,37.0,False,False
1957-03-03,Costa Rica,Curaçao,Costa Rica,Álvaro Murillo,67.0,False,False
1973-06-03,Morocco,Ivory Coast,Morocco,Ahmed Faras,24.0,False,False
2012-09-11,New Zealand,Solomon Islands,New Zealand,Tony Lochhead,69.0,False,False
2002-10-16,Bulgaria,Andorra,Bulgaria,Georgi Chilikov,37.0,False,False
1997-05-11,Kazakhstan,Pakistan,Kazakhstan,Boulat Esmagambetov,2.0,False,False
2016-05-29,Tahiti,Samoa,Tahiti,Alvin Tehau,39.0,False,False
2013-09-10,Armenia,Denmark,Denmark,Daniel Agger,73.0,False,True
2003-04-02,Spain,Armenia,Spain,Iván Helguera,69.0,False,False
2000-11-14,Saint Vincent and the Grenadines,Honduras,Honduras,Luis Santamaría,77.0,False,False
2012-02-29,Iraq,Singapore,Iraq,Karrar Jassim,5.0,False,False
1965-10-09,Turkey,Czechoslovakia,Czechoslovakia,Karol Jokl,22.0,False,False
1973-02-17,New Zealand,Fiji,New Zealand,Dave Taylor,,False,False
1988-07-30,Malawi,Uganda,Malawi,Peterkins Kayira,6.0,False,False
2001-03-28,Poland,Armenia,Poland,Michał Żewłakow,15.0,False,True
1989-11-15,Germany,Wales,Wales,Malcolm Allen,11.0,False,False
1965-11-21,Tunisia,Ghana,Ghana,Frank Odoi,96.0,False,False
1994-07-05,Mexico,Bulgaria,Bulgaria,Hristo Stoichkov,6.0,False,False
2003-11-16,Ghana,Somalia,Ghana,Nana Arhin Duah,56.0,False,False
1983-12-17,Netherlands,Malta,Netherlands,Frank Rijkaard,90.0,False,False
2005-03-26,Poland,Azerbaijan,Poland,Marek Saganowski,90.0,False,False
2000-04-26,Venezuela,Argentina,Argentina,Roberto Ayala,8.0,False,False
2007-10-17,Georgia,Scotland,Georgia,David Siradze,64.0,False,False
1949-04-13,Brazil,Chile,Brazil,Cláudio Christovam de Pinho,49.0,False,True
2012-09-11,San Marino,Montenegro,Montenegro,Elsad Zverotić,69.0,False,False
1998-09-05,Cyprus,Spain,Cyprus,Siniša Gogić,49.0,False,False
1945-02-21,Brazil,Ecuador,Ecuador,Guillermo Albornoz,49.0,False,False
1937-10-05,Austria,Latvia,Latvia,Iļja Vestermans,6.0,False,False
2019-06-11,Italy,Bosnia and Herzegovina,Italy,Lorenzo Insigne,49.0,False,False
2015-01-11,United Arab Emirates,Qatar,United Arab Emirates,Ali Mabkhout,90.0,False,False
1981-02-18,Belgium,Cyprus,Cyprus,Fivos Vrahimis,60.0,False,False
1950-07-13,Brazil,Spain,Spain,Silvestre Igoa,71.0,False,False
2012-09-07,El Salvador,Guyana,Guyana,Trayon Bobb,53.0,False,False
2011-07-02,Turks and Caicos Islands,Bahamas,Bahamas,Jackner Louis,90.0,False,False
2004-06-09,Iraq,Taiwan,Iraq,Razzaq Farhan,2.0,False,False
2021-06-07,Japan,Tajikistan,Japan,Takumi Minamino,40.0,False,False
2015-06-16,Cambodia,Afghanistan,Afghanistan,Mustafa Zazai,86.0,False,False
2004-09-04,Republic of Ireland,Cyprus,Republic of Ireland,Clinton Morrison,33.0,False,False
1997-06-04,Syria,Maldives,Syria,Nihad Boshi,70.0,False,False
2004-09-04,Malta,Sweden,Sweden,Zlatan Ibrahimović,14.0,False,False
1985-03-29,Yemen,Syria,Syria,Walid Abu Al-Sel,70.0,False,False
2021-06-04,Suriname,Bermuda,Suriname,Sheraldo Becker,3.0,False,False
1977-10-12,Wales,Scotland,Scotland,Don Masson,78.0,False,True
2003-07-19,United States,Cuba,United States,Landon Donovan,55.0,False,False
1993-10-08,Algeria,Nigeria,Nigeria,Finidi George,20.0,False,False
2004-07-25,Bahrain,Indonesia,Indonesia,Elie Aiboy,75.0,False,False
